userId;movieId;rating;timestamp
2;500;5.0;836423677
3;500;3.0;1084484692
7;500;4.0;840385955
10;500;1.5;1175614153
15;500;4.0;1289857820
20;500;2.0;1553188048
28;500;3.0;961438822
29;500;3.0;845056007
32;500;3.0;837622286
34;500;4.0;1194741805
43;500;3.0;834322950
48;500;4.0;840925656
49;500;4.0;840478452
28;497;5.0;961438248
43;497;4.0;834323626
28;494;4.0;961681985
39;494;2.0;859534438
42;494;3.0;855645897
50;494;3.5;1262076447
28;493;4.0;961515781
43;493;4.0;834324326
28;491;4.0;961518066
48;491;4.0;840926317
28;490;4.0;961682058
43;490;3.0;834324170
43;489;3.0;834324119
28;487;2.0;961439225
10;485;1.0;1169264802
28;485;3.0;961439079
29;485;3.0;845056235
43;485;3.0;834323693
48;485;4.0;840926040
28;482;4.0;961682077
33;482;4.0;1226362708
28;481;3.0;961518108
29;481;3.0;845056644
43;481;3.0;834324140
3;480;4.0;1084484525
5;480;4.0;840768763
10;480;3.0;1169304524
17;480;4.0;1027304819
20;480;5.0;1553187335
25;480;3.5;1641309273
28;480;4.0;961514893
29;480;4.0;845055929
30;480;3.5;1167826780
32;480;4.0;837622212
33;480;5.0;1251946836
34;480;4.0;1219476819
35;480;3.5;1437330142
36;480;3.5;1420839773
37;480;5.0;992726394
43;480;3.0;834322825
48;480;5.0;840925571
49;480;5.0;840478362
28;479;2.0;961516277
28;477;3.5;1157472172
43;477;3.0;834322951
13;475;4.0;995950035
28;475;5.0;961517481
29;475;4.0;845056387
40;475;5.0;940027837
28;474;4.0;961515708
29;474;3.0;845056125
43;474;4.0;834323088
9;471;3.5;1138474137
22;471;4.0;1583618543
28;471;5.0;961514069
29;471;3.0;845056401
43;471;4.0;834323072
48;471;4.0;840926224
7;468;4.0;840386178
34;468;3.0;1194740982
43;468;3.0;834322802
2;466;3.0;836424079
3;466;1.0;1084484362
10;466;3.5;1169261287
28;466;2.0;961512629
35;466;5.0;1437837058
43;466;3.0;834323722
48;466;3.0;840926087
28;464;2.0;961516204
29;464;3.0;845056574
43;464;3.0;834324119
43;460;2.0;834324315
28;459;2.0;961516318
28;458;3.0;961513576
2;457;5.0;836423308
3;457;4.0;1084484528
5;457;4.0;840764099
7;457;3.0;840385502
10;457;3.0;1207671511
13;457;4.0;995949753
20;457;4.0;1553180850
25;457;3.5;1641334437
28;457;5.0;961515643
29;457;4.0;845055905
32;457;5.0;837622139
33;457;4.0;1226364257
34;457;4.0;1219476842
37;457;4.0;992729646
42;457;4.0;855648928
43;457;5.0;834322465
48;457;5.0;840925494
49;457;4.0;840478288
10;455;2.5;1169336382
2;454;4.0;836423445
3;454;4.0;1084484768
5;454;4.0;840768763
10;454;3.0;1169264410
28;454;3.0;961437526
29;454;3.0;845055993
32;454;4.0;837622212
34;454;4.0;1249807893
43;454;3.0;834322609
48;454;3.0;840925571
49;454;5.0;840478362
28;453;3.0;975941113
28;450;3.0;961439009
43;450;2.0;834324264
28;448;3.0;1036505560
29;448;2.0;845056801
28;444;2.0;961439491
3;442;3.0;1084485152
10;442;1.5;1208464766
25;442;3.0;1641309403
28;442;3.0;961515229
29;442;1.0;845056141
43;442;3.0;834322772
48;442;4.0;840925828
28;441;4.0;961438413
7;440;4.0;840385989
28;440;3.0;961438248
29;440;3.0;845056078
32;440;3.0;837622286
43;440;3.0;834322693
48;440;4.0;840925751
28;438;2.0;961439584
14;437;5.0;1336852076
28;436;2.0;961518556
47;436;3.0;938807947
7;435;2.0;840385955
32;435;4.0;837622260
48;435;4.0;840925711
50;435;2.0;1262076457
3;434;3.5;1084484764
5;434;4.0;840764183
7;434;3.0;840385526
10;434;2.0;1194206555
28;434;3.0;961516047
29;434;2.0;845055929
32;434;3.0;837622139
43;434;3.0;834322412
49;434;3.0;840478314
43;433;2.0;834324099
7;432;3.0;840385989
28;432;2.0;961439514
48;432;4.0;840925751
28;431;5.0;961517936
43;431;3.0;834322887
48;431;4.0;840926257
28;429;2.0;961439560
28;428;4.0;961517308
28;427;3.0;961514611
48;427;3.0;840926298
48;426;5.0;840926558
28;423;2.0;961682276
28;421;3.0;961595057
10;420;2.0;1224839657
25;420;3.0;1641308549
28;420;2.0;1025108900
43;420;1.0;834322529
48;420;3.0;840925656
49;420;3.0;840478452
43;419;1.0;834323960
48;419;4.0;840926366
28;417;5.0;961438373
29;417;5.0;845056536
28;416;2.0;961513576
28;415;2.0;961439405
48;415;3.0;840926457
28;414;2.0;1073679985
10;413;3.0;1208426732
28;413;2.0;961439030
29;413;3.0;845056432
43;413;1.0;834322913
28;412;4.0;1511541689
29;412;5.0;845056631
5;410;3.0;840768897
7;410;4.0;840385932
32;410;3.0;837622191
43;410;3.0;834322465
48;410;3.0;840925594
28;408;2.0;961518556
28;386;3.0;961518708
28;383;3.0;961513534
29;383;3.0;845056514
28;382;3.0;962372073
29;382;3.0;845056584
2;381;5.0;836423984
2;380;5.0;836423202
3;380;2.5;1084484567
5;380;5.0;840763915
7;380;2.0;840385452
13;380;4.0;995951076
20;380;4.0;1553187327
28;380;4.0;961438476
29;380;4.0;845055863
34;380;4.0;1194741556
37;380;4.0;992728374
43;380;3.0;834322332
48;380;4.0;840925424
49;380;3.0;840478225
25;379;2.5;1641309435
28;379;2.0;961515325
2;377;4.0;836423602
3;377;3.5;1084484621
10;377;3.0;1194206490
13;377;3.0;995949931
15;377;3.5;1289857838
18;377;2.5;1251923247
28;377;4.0;961513948
29;377;3.0;845055993
33;377;4.0;1226364280
36;377;3.0;1420840082
37;377;3.0;994543107
43;377;3.0;834322864
49;377;4.0;840478416
39;376;3.0;859534466
43;376;3.0;834323105
48;376;4.0;840926224
28;374;1.0;961681444
28;373;4.0;1023113912
47;373;4.0;938807495
28;372;4.0;961438579
29;372;4.0;845056514
43;372;3.0;834323979
43;371;3.0;834323615
48;371;3.0;840926340
10;370;2.0;1169299411
35;370;4.5;1437836880
43;370;2.0;834323693
48;370;4.0;840926069
29;369;4.0;845057463
28;368;4.0;961438688
43;368;3.0;834323679
3;367;2.5;1084484760
7;367;3.0;840385932
10;367;2.5;1169401219
15;367;1.5;1289857804
20;367;5.0;1553188046
28;367;4.0;961438352
34;367;3.0;1219477266
35;367;4.0;1437330724
37;367;5.0;992727718
43;367;3.0;834322652
48;367;3.0;840925630
49;367;3.0;840478416
2;364;5.0;836423445
3;364;4.0;1084484658
5;364;5.0;840768897
10;364;4.0;1169401199
18;364;5.0;1251998751
19;364;5.0;974704882
20;364;4.0;1553187328
24;364;3.0;945354009
28;364;4.0;961519028
29;364;4.0;845055993
32;364;4.0;837622234
33;364;5.0;1226364301
43;364;3.0;834322609
49;364;5.0;840478388
2;362;5.0;836424125
13;361;3.0;995949330
28;361;2.0;961514407
43;361;3.0;834324002
48;361;4.0;840926457
28;358;3.0;961517422
29;358;3.0;845056688
43;358;2.0;834324360
2;357;4.0;836423870
3;357;4.0;1084484775
7;357;4.0;840386015
13;357;3.0;995950053
15;357;4.5;1289857957
28;357;4.0;961438351
29;357;4.0;845056078
43;357;3.0;834322950
1;356;2.0;943231120
2;356;5.0;836423469
3;356;4.0;1084484522
5;356;4.0;840768763
7;356;5.0;840385823
10;356;3.5;1169265215
12;356;3.0;1327272049
13;356;5.0;995949411
16;356;1.0;1517020477
20;356;2.0;1553184211
23;356;4.0;1570189920
28;356;5.0;961438609
29;356;4.0;845055929
32;356;5.0;837622212
33;356;4.5;1251946833
34;356;4.0;1194741632
35;356;4.5;1437330135
37;356;4.0;992745654
38;356;4.0;1611938582
43;356;3.0;834322742
46;356;4.5;1443951394
48;356;4.0;840925540
49;356;5.0;840478362
10;355;1.5;1169401681
28;355;1.0;961439433
43;355;1.0;834322973
48;355;4.0;840926040
9;353;4.5;1138474457
10;353;3.5;1169264622
28;353;5.0;961514217
29;353;3.0;845056200
33;353;4.5;1226362338
35;353;3.0;1437331283
48;353;5.0;840925950
28;352;2.0;961438532
29;352;3.0;845056732
2;350;5.0;836423624
10;350;3.0;1194289346
28;350;2.0;961518108
29;350;3.0;845056111
37;350;3.0;994543226
2;349;3.0;836423237
3;349;4.0;1084484618
5;349;4.0;840764017
7;349;4.0;840385482
28;349;3.0;961515808
29;349;3.0;845055887
32;349;4.0;837622078
37;349;3.0;992726502
42;349;4.0;855649174
43;349;3.0;834322368
48;349;3.0;840925472
49;349;4.0;840478255
7;348;4.0;840386043
28;348;4.0;961438199
43;348;3.0;834322802
28;346;3.0;961517293
1;345;1.0;944079376
18;345;5.0;1251921638
28;345;4.0;961437614
29;345;3.0;845056401
40;345;4.0;940027541
2;344;1.0;836423237
3;344;0.5;1084484629
5;344;3.0;840764017
7;344;4.0;840385482
10;344;4.0;1169264335
28;344;2.0;961438981
32;344;2.0;837622078
33;344;4.0;1226363810
48;344;2.0;840925472
49;344;3.0;840478255
28;342;4.0;961513998
29;342;3.0;845056353
43;342;3.0;834322864
28;340;3.0;961518367
2;339;5.0;836423284
3;339;4.0;1084484786
5;339;3.0;840768638
7;339;2.0;840385898
28;339;3.0;961438796
29;339;3.0;845055949
32;339;4.0;837622171
43;339;4.0;834322412
49;339;4.0;840478340
28;338;2.0;961515229
43;338;1.0;834323012
3;337;2.5;1084485173
28;337;4.0;961516939
29;337;5.0;845056125
32;337;3.0;837622347
48;337;4.0;840925828
24;333;1.0;945354118
28;333;3.0;961439132
48;333;3.0;840925971
3;329;3.0;1084484653
5;329;3.0;840764183
7;329;3.0;840385526
28;329;3.0;961514985
29;329;3.0;845055905
32;329;3.0;837622113
37;329;2.0;995806065
43;329;2.0;834322391
48;329;4.0;840925519
28;327;3.0;961439379
41;327;3.0;1260835214
48;327;4.0;840926257
28;325;2.0;961439358
1;322;4.0;944053801
28;322;5.0;961517791
43;322;3.0;834324044
28;319;4.0;961437472
29;319;4.0;845056492
43;319;4.0;834323030
48;319;3.0;840926382
2;318;5.0;836423266
3;318;4.5;1084484559
5;318;1.0;840764183
7;318;5.0;840385526
9;318;4.0;1138474434
10;318;4.0;1280846249
13;318;5.0;995949588
17;318;4.0;1027305563
18;318;5.0;1251922941
20;318;5.0;1553180573
22;318;5.0;1572225472
23;318;5.0;1570189091
25;318;3.5;1641307097
26;318;5.0;1584058726
28;318;5.0;961516613
29;318;4.0;845055929
31;318;5.0;1673767866
33;318;5.0;1226362048
34;318;4.0;1219476825
35;318;4.0;1437330645
37;318;5.0;992726727
38;318;5.0;1611936178
43;318;5.0;834322391
45;318;5.0;1580415110
46;318;4.0;1443951468
48;318;5.0;840925519
49;318;4.0;840478314
50;318;5.0;1262076677
34;317;3.0;1249808197
43;317;3.0;834322492
3;316;4.0;1084484637
5;316;3.0;840764099
7;316;1.0;840385502
10;316;3.0;1169298416
22;316;3.0;1614575253
28;316;3.0;961515271
29;316;3.0;845055929
32;316;4.0;837622113
33;316;4.0;1226362127
35;316;3.5;1437330798
37;316;2.0;994543090
43;316;3.0;834322391
48;316;5.0;840925494
28;315;2.0;961516249
43;315;2.0;834322573
48;315;5.0;840925777
28;314;3.0;961594869
28;312;2.0;961439009
28;308;4.0;961516693
29;308;3.0;845056608
35;308;4.0;1437837949
1;307;5.0;944253207
33;307;4.0;1235434177
35;307;4.0;1437837948
40;307;4.0;940027541
1;306;5.0;944248888
29;306;4.0;845056432
33;306;5.0;1256613792
35;306;4.0;1437837932
40;306;4.0;940027257
2;305;3.0;836424027
28;303;3.0;961513534
29;303;3.0;845056372
1;302;4.0;944253272
28;300;4.0;961517346
29;300;4.0;845056007
43;300;4.0;834322465
47;300;5.0;938807640
48;300;5.0;840925594
49;300;3.0;840478389
2;296;1.0;836423202
5;296;1.0;840763915
7;296;5.0;840385452
8;296;4.5;1553765465
10;296;4.5;1201821628
13;296;2.0;995949665
17;296;5.0;1027305662
18;296;4.0;1251998972
20;296;5.0;1553187334
23;296;4.0;1570189924
25;296;4.0;1641307729
26;296;5.0;1584058864
28;296;5.0;961516693
29;296;5.0;845055863
31;296;4.5;1673768317
33;296;5.0;1226362040
35;296;5.0;1437330639
36;296;4.5;1420839455
37;296;2.0;992728080
38;296;0.5;1611938029
40;296;5.0;940027407
43;296;5.0;834322332
48;296;4.0;840925424
49;296;5.0;840478225
50;296;4.5;1262077373
9;293;4.0;1142458727
28;293;5.0;961517011
29;293;3.0;845056153
35;293;3.0;1437834314
36;293;4.0;1420839465
43;293;4.0;834322652
44;293;5.0;1472788878
48;293;5.0;840925900
5;292;3.0;840764183
7;292;4.0;840385526
25;292;3.0;1641309343
28;292;3.0;961516047
32;292;3.0;837622139
37;292;2.0;995805915
43;292;3.0;834322412
48;292;5.0;840925519
49;292;4.0;840478314
28;290;5.0;961516863
5;288;3.0;840768763
7;288;3.0;840385582
28;288;3.0;961516204
29;288;4.0;845055975
33;288;4.0;1226362191
35;288;4.5;1543787849
43;288;3.0;834322449
48;288;5.0;840925571
49;288;4.0;840478362
2;282;5.0;836423512
28;282;2.5;1082914167
32;282;4.0;837622286
48;282;2.0;840925777
43;281;3.0;834322973
28;280;4.0;961518040
28;277;2.0;961518753
29;277;4.0;845056306
48;277;4.0;840926040
2;276;4.0;836423921
28;276;3.0;961596299
29;276;1.0;845056286
28;273;2.0;961518708
48;273;2.0;840926069
3;272;5.0;1084484463
28;267;4.0;961439405
28;266;5.0;961512595
29;266;3.0;845056078
43;266;3.0;834322529
7;265;4.0;840386103
29;265;3.0;845056182
40;265;4.0;940027911
28;262;4.0;961681228
29;262;3.0;845056524
12;261;3.0;1327271836
28;261;4.0;961437526
29;261;1.0;845056217
32;261;4.0;837622380
1;260;5.0;943228696
3;260;4.0;1084484551
8;260;4.0;1553765477
10;260;4.0;1195350532
17;260;5.0;1027304830
18;260;2.0;1251998568
20;260;5.0;1553180585
22;260;4.0;1572225634
23;260;3.0;1570189097
24;260;3.0;945353633
25;260;3.5;1641307608
28;260;5.0;961514667
33;260;4.5;1226362054
34;260;3.0;1219476836
35;260;3.5;1437330658
37;260;4.0;992728478
38;260;1.5;1611938180
39;260;5.0;859534466
42;260;3.0;855646059
28;259;3.0;961682161
43;259;3.0;834323723
28;257;2.0;961682276
43;257;3.0;834322931
10;256;1.0;1169264971
43;256;3.0;834322693
48;256;4.0;840925950
2;253;1.0;836423308
5;253;2.0;840768638
10;253;3.5;1280846304
28;253;3.0;961437549
29;253;2.0;845055975
43;253;3.0;834322449
48;253;4.0;840925540
49;253;3.0;840478339
28;252;3.0;961439009
43;252;3.0;834322609
28;251;3.5;1069692910
28;249;4.0;961514186
29;249;4.0;845056514
28;247;4.0;1033148925
43;247;4.0;834323134
29;246;4.0;845056326
43;246;5.0;834322772
47;246;5.0;938808222
28;242;4.0;961681576
2;237;5.0;836423935
48;237;4.0;840926069
2;236;4.0;836423512
7;236;3.0;840386015
28;236;3.0;961438957
29;236;4.0;845056125
43;236;3.0;834322573
7;235;5.0;840386043
28;235;4.0;961438151
35;235;5.0;1437330517
48;235;5.0;840925900
48;234;3.0;840926282
28;233;4.0;961436709
1;232;5.0;943228442
43;232;3.0;834323052
2;231;2.0;836423266
3;231;1.0;1084484689
5;231;2.0;840764099
7;231;3.0;840385502
10;231;1.5;1175614157
28;231;3.0;961439079
32;231;1.0;837622113
35;231;3.0;1437330732
48;231;4.0;840925494
49;231;3.0;840478288
28;230;3.0;961517975
37;230;4.0;995165215
48;230;5.0;840926161
29;229;4.0;845056772
28;228;1.0;961439623
2;225;5.0;836423429
13;225;4.0;995950702
28;225;2.0;961518277
29;225;3.0;845056038
43;225;1.0;834322492
48;225;4.0;840925630
49;225;4.0;840478416
28;224;4.0;961513997
32;224;5.0;837622463
43;224;3.0;834322708
1;223;3.0;944082810
4;223;4.0;960485552
9;223;4.5;1139427361
10;223;4.0;1208464376
28;223;5.0;961436616
29;223;5.0;845056306
48;223;5.0;840926007
2;222;5.0;836423998
28;222;4.0;961514135
29;222;3.0;845056432
43;222;3.0;834322887
2;218;5.0;836423984
28;218;2.0;961439052
2;216;4.0;836424027
28;216;3.0;961439379
48;216;5.0;840926282
18;215;3.0;1251922571
28;215;4.0;961513678
40;213;5.0;940027837
28;210;3.0;961513509
28;209;4.0;961518195
3;208;3.0;1084485177
5;208;3.0;840768639
7;208;4.0;840385898
15;208;0.5;1289857950
28;208;2.0;961516318
29;208;3.0;845055949
32;208;3.0;837622171
36;208;2.5;1420841568
43;208;3.0;834322449
48;208;4.0;840925540
2;207;5.0;836424010
28;207;3.0;961514438
43;207;3.0;834322914
43;206;5.0;834324157
28;205;3.0;961438413
29;204;2.0;845056153
43;204;3.0;834322652
48;204;4.0;840925900
48;203;5.0;840926161
28;198;3.0;961514795
29;198;3.0;845056479
35;198;3.5;1437846352
47;198;4.0;938807676
48;198;5.0;840926340
25;196;3.0;1641309442
28;196;3.0;961515354
43;196;1.0;834322609
48;196;3.0;840925828
29;194;3.0;845056454
40;194;5.0;940027795
48;194;5.0;840926473
2;193;3.0;836423902
28;193;2.0;961437722
43;193;1.0;834322729
28;191;2.0;961518812
28;188;4.0;962371905
2;186;5.0;836423602
29;186;1.0;845056182
2;185;5.0;836423308
3;185;3.5;1084484783
5;185;3.0;840768638
10;185;1.5;1169401250
28;185;2.0;961515354
32;185;3.0;837622171
35;185;3.0;1437330895
37;185;4.0;992728702
43;185;3.0;834322449
48;185;3.0;840925571
49;185;4.0;840478339
48;181;1.0;840926132
10;180;4.0;1197926958
28;180;4.0;961438662
29;180;5.0;845056762
41;180;4.0;1260835181
47;180;1.0;938807744
28;179;2.0;961514335
29;178;3.0;845056820
43;177;3.0;834323655
1;176;4.0;944079496
28;176;4.0;961438221
43;176;3.0;834324552
28;175;4.0;961518394
29;175;4.0;845056762
28;174;1.0;961439623
25;173;2.0;1641309493
28;173;3.0;961515451
29;173;1.0;845056090
43;173;2.0;834322573
48;173;3.0;840925751
28;172;3.0;961515451
29;172;2.0;845056235
35;172;3.5;1437331454
43;172;2.0;834322675
50;172;4.0;1262076505
43;171;3.0;834324014
10;170;3.5;1194289656
28;170;3.0;961516154
3;168;3.5;1084484387
28;168;2.0;961514438
29;168;1.0;845056182
32;168;4.0;837622408
1;166;5.0;943228442
28;166;3.0;961438936
5;165;4.0;840764017
7;165;3.0;840385482
10;165;2.5;1183810526
28;165;3.0;961515958
29;165;3.0;845055886
33;165;3.5;1226364296
36;165;2.5;1420840092
43;165;3.0;834322368
48;165;3.0;840925471
28;163;4.0;961514335
35;163;4.0;1437331337
43;163;3.0;834322826
50;163;3.5;1262076468
7;162;5.0;840385787
28;162;4.0;1000734091
29;162;4.0;845056565
43;162;5.0;834323722
47;162;5.0;938808222
48;162;5.0;840926661
1;161;1.0;943231162
3;161;4.0;1084484757
5;161;4.0;840764183
13;161;4.0;995949913
28;161;3.0;961512495
29;161;3.0;845055949
32;161;4.0;837622139
43;161;3.0;834322412
49;161;3.0;840478314
10;160;1.5;1169264635
28;160;1.0;961515392
29;160;1.0;845056090
32;160;3.0;837622248
43;160;2.0;834322558
48;160;3.0;840925682
28;159;2.0;961518394
29;159;3.0;845056762
3;158;3.0;1084484425
10;158;2.5;1194289825
28;158;2.0;961681395
43;158;3.0;834322675
17;157;3.0;1027304797
28;157;4.0;961512629
48;157;4.0;840926644
28;155;2.0;1073681117
29;155;3.0;845057405
2;153;3.0;836423237
3;153;3.0;1084484623
5;153;3.0;840764018
7;153;3.0;840385482
10;153;2.0;1169401183
28;153;2.0;961439358
29;153;3.0;845055887
32;153;3.0;837622078
33;153;4.5;1226362117
37;153;2.0;995806143
43;153;3.0;834322368
48;153;4.0;840925472
49;153;3.0;840478255
3;151;5.0;1084485165
28;151;5.0;961512525
29;151;5.0;845056182
3;150;5.0;1084484538
5;150;3.0;840763914
7;150;5.0;840385452
10;150;2.5;1169264298
18;150;2.5;1251922054
20;150;3.5;1553180857
28;150;4.0;961517162
29;150;3.0;845055863
32;150;5.0;837622031
33;150;4.0;1226363863
34;150;4.0;1194743603
35;150;4.0;1437844927
40;150;3.0;940027486
42;150;4.0;855648714
43;150;5.0;834322332
48;150;5.0;840925424
49;150;5.0;840478225
29;149;4.0;845057463
15;147;4.0;1289838841
18;147;3.0;1251922424
28;147;4.0;961517665
29;147;2.0;845056783
16;145;1.5;1517020587
28;145;2.0;961515844
29;145;3.0;845056317
28;144;4.0;961438662
29;144;4.0;845056644
3;141;0.5;1084484791
28;141;4.0;961595919
39;141;5.0;859534406
43;141;4.0;834322675
39;140;4.0;859534535
11;135;3.0;850085191
28;135;2.0;961439433
39;135;3.0;859534508
28;125;4.0;961438413
43;125;4.0;834323904
28;122;2.0;961438911
43;121;4.0;834324371
28;119;3.0;961438609
28;118;2.0;961439170
28;112;3.0;961515844
1;111;5.0;944249008
28;111;5.0;961516639
33;111;4.0;1226362207
35;111;5.0;1437330886
1;110;3.0;943231119
3;110;5.0;1084484542
5;110;4.0;840768763
10;110;4.0;1194206476
13;110;5.0;995949681
15;110;1.5;1289858010
16;110;1.0;1517020525
20;110;3.0;1553184216
25;110;3.5;1641334460
28;110;5.0;961512475
29;110;3.0;845055975
33;110;4.5;1226362057
35;110;3.5;1437330660
36;110;3.0;1420841024
37;110;3.0;992745408
40;110;5.0;940027447
48;110;5.0;840925571
49;110;5.0;840478362
28;107;3.0;961438502
39;107;5.0;859534535
11;104;2.0;850085167
28;104;4.0;961438762
28;101;4.0;961438199
29;101;5.0;845056968
11;95;1.0;850085076
28;95;2.0;961515958
29;95;2.0;845056111
39;95;3.0;859534406
48;95;3.0;840925900
28;94;5.0;961517421
28;92;2.0;961518731
28;89;3.0;961515928
28;88;2.0;961439433
11;86;5.0;850085322
13;86;3.0;995950079
28;86;3.0;961437096
29;85;4.0;845056745
28;81;2.0;961514568
1;80;5.0;944248943
39;79;4.0;859534508
28;78;3.0;961518581
28;75;1.0;1027521022
39;74;4.0;859534563
37;73;3.0;994544175
28;72;4.0;961438532
28;71;2.0;961515844
10;70;3.5;1190332483
11;66;2.0;850085219
39;66;1.0;859534563
42;66;4.0;855646278
24;65;3.0;945353646
28;65;2.0;961439623
3;62;5.0;1084486030
11;62;4.0;850085076
28;62;4.0;961517885
32;62;5.0;837622463
39;62;5.0;859534406
39;58;5.0;859534466
28;57;3.0;961517912
28;54;1.0;1027521065
28;52;3.0;961438413
29;52;3.0;845056471
9;50;4.0;1139427390
10;50;4.0;1206379202
17;50;5.0;1027305453
18;50;5.0;1251998354
20;50;4.5;1553180577
26;50;5.0;1584058733
28;50;5.0;961681714
29;50;3.0;845056078
31;50;4.0;1673768620
33;50;4.5;1226362092
35;50;4.5;1437330678
36;50;3.5;1420839215
37;50;3.0;1012709047
43;50;5.0;834322529
46;50;4.0;1443951470
50;50;5.0;1262076691
2;48;5.0;836423886
3;48;3.5;1084484418
10;48;3.5;1169260535
28;48;3.0;961437741
32;48;3.0;837622408
5;47;3.0;840768897
8;47;5.0;1553765552
9;47;5.0;1139427377
10;47;4.0;1169262246
18;47;4.0;1251999088
20;47;4.0;1553187333
26;47;5.0;1584058873
28;47;4.0;961681857
31;47;5.0;1673768714
33;47;5.0;1226362105
35;47;4.5;1437330709
37;47;4.0;992728241
43;47;5.0;834322492
45;47;4.5;1580415304
46;47;4.0;1443951764
48;47;4.0;840925594
49;47;4.0;840478389
50;47;5.0;1262077899
28;46;2.0;961514407
28;45;3.0;961438476
29;45;4.0;845056353
10;44;3.0;1169264906
28;44;2.0;961516249
29;43;3.0;845057463
47;43;4.0;938807707
28;42;2.0;961515844
2;39;5.0;836423445
7;39;3.0;840385989
10;39;1.5;1208464497
15;39;3.0;1289858123
28;39;4.0;961438265
29;39;3.0;845056057
32;39;4.0;837622248
43;39;5.0;834322558
1;36;1.0;944249008
28;36;3.0;961516989
29;36;5.0;845056254
37;36;3.0;992726834
39;36;5.0;859534438
42;36;3.0;855645897
1;34;2.0;943228491
2;34;5.0;836423429
7;34;4.0;840385932
10;34;2.0;1175614146
24;34;4.0;945354032
28;34;5.0;961438127
32;34;3.0;837622212
43;34;5.0;834322492
48;34;5.0;840925630
49;34;4.0;840478389
1;32;5.0;943228858
8;32;4.0;1553765549
9;32;4.0;1139427899
10;32;3.0;1258676251
11;32;3.0;850085076
18;32;3.0;1252007331
20;32;4.0;1553187324
25;32;4.0;1641309245
28;32;5.0;961514667
29;32;3.0;845056057
33;32;4.5;1226362086
35;32;5.0;1437330683
37;32;4.0;992726783
41;32;4.0;1260835477
43;32;5.0;834322529
48;32;4.0;840925711
50;32;5.0;1262076877
2;31;5.0;836423902
12;31;3.0;1327271860
28;31;3.0;961518520
29;31;3.0;845056306
32;31;5.0;837622463
1;30;5.0;944249077
1;29;2.0;943230976
28;27;2.0;961518812
3;26;4.0;1084486051
39;26;4.0;859534624
1;25;1.0;944250228
13;25;3.0;995950942
17;25;4.0;1027304779
28;25;3.0;961517140
29;25;4.0;845056182
32;25;5.0;837622463
35;25;5.0;1437330944
39;25;3.0;859534406
43;25;4.0;834322729
48;25;4.0;840925987
28;24;3.0;961436964
29;24;2.0;845056471
48;24;5.0;840926524
28;23;2.0;961682276
28;22;3.0;961518227
43;22;3.0;834322825
7;21;5.0;840385932
10;21;2.0;1169303086
28;21;4.0;961438199
29;21;3.0;845056038
37;21;2.0;994543090
43;21;4.0;834322492
48;21;4.0;840925656
49;21;4.0;840478452
25;20;2.5;1641308708
29;20;2.0;845056471
43;20;2.0;834323679
48;20;3.0;840926509
7;19;3.0;840385932
10;19;3.0;1169264513
32;19;2.0;837622234
43;19;2.0;834322529
48;19;2.0;840925630
49;19;3.0;840478416
15;18;1.0;1289838723
28;18;3.0;961682128
29;18;3.0;845057432
1;17;4.0;944249077
3;17;5.0;1084485217
15;17;4.5;1289858271
28;17;4.0;961513829
29;17;4.0;845056111
32;17;5.0;837622358
39;17;2.0;859534406
40;17;5.0;940027447
43;17;5.0;834322652
28;16;3.0;961517557
33;16;4.5;1226361956
35;16;4.0;1437330543
40;16;4.0;940028008
48;16;5.0;840926087
28;15;2.0;961514611
29;14;3.0;845056454
39;14;3.0;859534507
48;14;5.0;840926457
43;13;2.0;834324264
3;11;4.0;1084485789
13;11;3.0;995950925
28;11;5.0;1052148205
34;11;3.5;1249808221
37;11;2.0;992745357
48;11;3.0;840925777
3;10;4.0;1084484675
5;10;4.0;840768638
10;10;4.0;1169260936
28;10;3.0;961515863
29;10;3.0;845055975
33;10;4.5;1226364237
35;10;4.0;1437330846
43;10;3.0;834322412
28;8;3.0;961594849
28;7;3.0;961439170
37;7;2.0;992728426
11;6;3.0;850085116
13;6;5.0;995949973
17;6;4.0;1027305836
28;6;3.0;961515642
29;6;3.0;845056254
37;6;3.0;995804722
39;6;3.0;859534438
47;6;4.0;938807801
48;6;4.0;840926040
11;5;3.0;850085116
28;5;2.0;961437647
48;5;4.0;840926194
29;4;2.0;845056440
11;3;3.0;850085116
28;3;4.0;961439278
48;3;5.0;840926509
3;2;3.5;1084485210
10;2;2.0;1208464447
28;2;3.0;961594981
32;2;3.0;837622347
34;2;3.0;1249809905
37;2;3.0;992745678
10;1;2.5;1169265231
11;1;3.0;850085076
17;1;4.0;1027305751
19;1;3.0;974704488
20;1;5.0;1553184230
23;1;3.0;1570189932
24;1;4.0;945353745
28;1;4.0;961438127
33;1;5.0;1226362069
34;1;4.0;1194741818
36;1;3.0;1420839739
37;1;1.0;992728185
43;1;5.0;834322449
46;1;4.0;1443951415
